@type,@id,meta:expandedURI,rdfs:label / skos:prefLabel,rdfs:comment / skos:definition,dct:description,vann:usageNote,vs:term_status,owl:equivalentClass / owl:equivalentProperty / skos:exactMatch,rdfs:subClassOf / rdfs:subPropertyOf / skos:broader,schema:domainIncludes / skos:inScheme,schema:rangeIncludes,meta:targetScheme,skos:topConceptOf,skos:relatedMatch,skos:broadMatch,skos:narrowMatch,meta:domainFor,skos:hasTopConcept,meta:hasConcept
rdf:Property,ceterms:isPartOf,https://purl.org/ctdl/terms/isPartOf,Is Part Of,Indicates another entity of which this entity is a component.,Covers partitive notions such as ""embedded"".,,vs:stable,"dct:isPartOf
schema:isPartOf",,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentComponent
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicComponent
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:CocurricularComponent
ceterms:CollectionComponent
ceterms:CompetencyComponent
ceterms:Course
ceterms:CourseComponent
ceterms:Credential
ceterms:CredentialComponent
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:ExtracurricularComponent
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JobComponent
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:MultiComponent
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate
ceterms:WorkExperienceComponent","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Pathway
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
rdf:Property,ceterms:isPreparationFor,https://purl.org/ctdl/terms/isPreparationFor,Is Preparation For,"This credential, assessment, or learning opportunity provides preparation for the credential, assessment, or learning opportunity being referenced.",,,vs:stable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:ConditionProfile
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
rdf:Property,ceterms:isProctored,https://purl.org/ctdl/terms/isProctored,Is Proctored,Whether or not the assessment is supervised or monitored by an agent.,"Such supervision or proctoring includes: (1)  guaranteeing of the identities of the examinees; (2) the conditions of the examination including instructions, time, materials, equipment and completion, and (3) completed without unauthorized assistance.",,vs:stable,,,ceterms:AssessmentProfile,xsd:boolean,,,,,,,,
rdf:Property,ceterms:isRecommendedFor,https://purl.org/ctdl/terms/isRecommendedFor,Is Recommended For,"It is recommended to earn or complete this credential, assessment, or learning opportunity before attempting to earn or complete the referenced credential, assessment, or learning opportunity.",,,vs:stable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:ConditionProfile
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
rdf:Property,ceterms:isRegisteredApprenticeship,https://purl.org/ctdl/terms/isRegisteredApprenticeship,Is Registered Apprenticeship,"The resource is registered with a governmental agency or other authorized organization because it has been vetted, approved and validated to meet specific criteria.",,,vs:unstable,,,"ceterms:ApprenticeshipCertificate
ceterms:Course
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:MasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:WorkBasedLearningCertificate",xsd:boolean,,,,,,,,
rdf:Property,ceterms:isRequiredFor,https://purl.org/ctdl/terms/isRequiredFor,Is Required For,"This credential, assessment, or learning opportunity must be earned or completed prior to attempting to earn or complete the referenced credential, assessment, or learning opportunity.",,,vs:stable,,,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:ConditionProfile
ceterms:Course
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
rdf:Property,ceterms:isSimilarTo,https://purl.org/ctdl/terms/isSimilarTo,Is Similar To,Another functionally similar entity.,The property is generally applicable in describing the similarity between any two entities.,,vs:stable,"schema:isSimilarTo
skos:related",,,xsd:anyURI,,,,,,,,
rdf:Property,ceterms:isSpecializationOf,https://purl.org/ctdl/terms/isSpecializationOf,Is Specialization Of,"Less specialized profession, trade, or career field that encompasses the one being described.",,,vs:stable,,,ceterms:Occupation,ceterms:Occupation,,,,,,,,
rdf:Property,ceterms:jobsObtained,https://purl.org/ctdl/terms/jobsObtained,Jobs Obtained,Number of jobs obtained in the region during a given timeframe.,,,vs:stable,,,"ceterms:AggregateDataProfile
ceterms:EmploymentOutcomeProfile",schema:QuantitativeValue,,,,,,,,
rdf:Property,ceterms:jurisdiction,https://purl.org/ctdl/terms/jurisdiction,Jurisdiction,Geographic or political region in which the credential is formally applicable or an organization has authority to act.,,,vs:stable,,,"ceterms:AcademicCertificate
ceterms:AggregateDataProfile
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:ConditionProfile
ceterms:CostProfile
ceterms:Course
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:EarningsProfile
ceterms:EmploymentOutcomeProfile
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:HoldersProfile
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Organization
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProcessProfile
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:RevocationProfile
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:VerificationServiceProfile
ceterms:WorkBasedLearningCertificate
ceterms:WorkforceDemandAction",ceterms:JurisdictionProfile,,,,,,,,
rdf:Property,ceterms:jurisdictionException,https://purl.org/ctdl/terms/jurisdictionException,Jurisdiction Exception,Geographic or political region in which the credential is not formally recognized or an organization has no authority to act .,"The ceterms:jurisdictionalException property is used in conjunction with the ceterms:jurisdiction property and expresses any exceptions to a more general statement; e.g., the United states except for Colorado.",,vs:stable,,ceterms:spatialCoverage,ceterms:JurisdictionProfile,ceterms:Place,,,,,,,,
rdf:Property,ceterms:keyword,https://purl.org/ctdl/terms/keyword,Keyword,Keyword or key phrase describing relevant aspects of an entity.,,Use the keyword property to enter free text keywords. A subject concept in a controlled vocabulary should use the subject property.,vs:stable,ceasn:conceptKeyword,schema:about,"ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssessmentProfile
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Collection
ceterms:Course
ceterms:Credential
ceterms:CredentialOrganization
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:Job
ceterms:JourneymanCertificate
ceterms:LearningOpportunityProfile
ceterms:LearningProgram
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:Occupation
ceterms:OpenBadge
ceterms:Organization
ceterms:Pathway
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QACredentialOrganization
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:SupportService
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",rdf:langString,,,,,,,,
rdf:Property,ceterms:latestVersion,https://purl.org/ctdl/terms/latestVersion,Latest Version,Latest version of the resource.,,,vs:stable,,,"ceasn:Rubric
ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:Pathway
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:TransferValueProfile
ceterms:WorkBasedLearningCertificate","ceterms:AcademicCertificate
ceterms:ApprenticeshipCertificate
ceterms:AssociateDegree
ceterms:AssociateOfAppliedArtsDegree
ceterms:AssociateOfAppliedScienceDegree
ceterms:AssociateOfArtsDegree
ceterms:AssociateOfScienceDegree
ceterms:BachelorDegree
ceterms:BachelorOfArtsDegree
ceterms:BachelorOfScienceDegree
ceterms:Badge
ceterms:BasicTechnicalCertificate
ceterms:Certificate
ceterms:CertificateOfCompletion
ceterms:CertificateOfParticipation
ceterms:Certification
ceterms:Credential
ceterms:Degree
ceterms:DigitalBadge
ceterms:Diploma
ceterms:DoctoralDegree
ceterms:GeneralEducationDevelopment
ceterms:GeneralEducationLevel1Certificate
ceterms:GeneralEducationLevel2Certificate
ceterms:HigherEducationLevel1Certificate
ceterms:HigherEducationLevel2Certificate
ceterms:JourneymanCertificate
ceterms:License
ceterms:MasterCertificate
ceterms:MasterDegree
ceterms:MasterOfArtsDegree
ceterms:MasterOfScienceDegree
ceterms:MicroCredential
ceterms:OpenBadge
ceterms:PostBaccalaureateCertificate
ceterms:PostMasterCertificate
ceterms:PreApprenticeshipCertificate
ceterms:ProfessionalCertificate
ceterms:ProfessionalDoctorate
ceterms:ProficiencyCertificate
ceterms:QualityAssuranceCredential
ceterms:ResearchDoctorate
ceterms:SecondaryEducationCertificate
ceterms:SecondarySchoolDiploma
ceterms:SpecialistDegree
ceterms:TechnicalLevel1Certificate
ceterms:TechnicalLevel2Certificate
ceterms:TechnicalLevel3Certificate
ceterms:WorkBasedLearningCertificate",,,,,,,,
